policy_id,driver_age,gender,vehicle_age,annual_mileage,territory,prior_claims_3yrs,current_claim_count
2811,58,M,19,17883,urban,0,0
2812,68,M,8,15313,urban,0,0
2813,90,M,5,15289,suburban,0,0
2814,35,F,6,20114,suburban,0,2
2815,33,F,4,20001,urban,2,0
2816,23,M,1,24229,rural,1,0
2817,63,F,10,24150,suburban,1,1
2818,33,M,2,28179,suburban,1,0
2819,30,M,11,12514,urban,0,0
2820,42,F,4,27389,suburban,0,0
2821,29,M,10,10392,suburban,0,0
2822,78,M,7,19774,urban,1,0
2823,64,F,20,16041,urban,1,0
2824,74,M,10,18894,suburban,0,0
2825,48,M,7,17629,urban,1,0
2826,48,M,12,13745,suburban,0,0
2827,54,M,27,18282,suburban,0,0
2828,43,M,8,6149,suburban,0,0
2829,63,M,6,18178,suburban,1,1
2830,76,F,2,20194,suburban,0,0
2831,46,F,2,15145,suburban,0,0
2832,39,F,0,23865,suburban,0,0
2833,58,F,9,18250,suburban,0,0
2834,49,M,10,20694,suburban,0,0
2835,60,M,6,12691,urban,0,1
2836,74,M,3,14805,suburban,0,0
2837,62,F,2,20897,urban,1,0
2838,63,F,7,13934,urban,0,0
2839,75,M,1,15926,suburban,0,0
2840,71,M,2,24947,suburban,0,0
2841,75,M,20,13408,urban,1,1
2842,62,M,0,22173,suburban,1,0
2843,16,M,1,12674,urban,0,0
2844,47,F,2,13974,urban,1,2
2845,76,M,4,25902,suburban,0,0
2846,39,F,28,15559,suburban,1,1
2847,40,M,0,23769,suburban,0,0
2848,37,F,1,20270,urban,0,0
2849,23,F,0,9563,rural,0,0
2850,56,F,0,22529,suburban,1,0
2851,83,F,19,17980,suburban,0,1
2852,23,F,1,35328,rural,1,1
2853,23,M,9,13929,urban,2,0
2854,50,M,5,35902,rural,0,0
2855,64,F,4,23413,suburban,1,0
2856,96,M,3,23233,rural,2,0
2857,46,F,7,5886,urban,0,0
2858,79,M,19,9370,suburban,0,0
2859,95,M,4,9368,suburban,0,0
2860,48,M,1,16037,urban,0,0
2861,53,F,0,27958,rural,1,0
2862,25,M,13,12114,suburban,0,0
2863,81,F,4,19096,suburban,1,1
2864,69,M,2,12515,urban,0,0
2865,62,F,4,18514,urban,0,0
2866,69,F,5,11159,urban,0,0
2867,35,M,1,18142,urban,0,0
2868,69,F,6,28134,suburban,0,0
2869,54,M,2,11360,urban,1,0
2870,99,M,0,14549,urban,0,0
2871,42,F,8,20798,rural,0,0
2872,50,F,7,7855,suburban,0,0
2873,31,M,6,12281,urban,0,0
2874,62,F,8,25329,rural,0,0
2875,36,M,5,17411,urban,0,0
2876,88,F,6,21716,urban,0,0
2877,31,F,8,26394,rural,0,0
2878,26,M,0,10933,urban,1,0
2879,48,M,4,19283,urban,0,0
2880,73,F,5,14151,urban,0,0
2881,61,F,3,11848,suburban,1,1
2882,41,F,21,24640,suburban,0,0
2883,47,F,6,12566,suburban,1,0
2884,22,M,0,16203,urban,0,0
2885,21,F,15,16773,urban,0,0
2886,46,M,10,13747,urban,0,0
2887,21,M,4,17836,urban,1,1
2888,38,F,4,12152,suburban,0,0
2889,30,M,1,19694,suburban,0,0
2890,60,F,3,18970,suburban,1,0
2891,30,F,4,17958,suburban,2,0
2892,33,F,4,12840,urban,2,1
2893,50,M,6,10610,urban,1,0
2894,72,F,8,20359,suburban,1,1
2895,76,F,10,22246,suburban,0,0
2896,67,M,14,20607,suburban,0,0
2897,71,M,10,15555,urban,0,0
2898,31,F,9,17978,urban,0,1
2899,39,F,12,7983,urban,0,0
2900,41,M,20,13243,urban,0,0
2901,19,F,2,21117,suburban,0,0
2902,57,F,18,11505,urban,1,0
2903,83,M,2,22130,suburban,0,0
2904,18,F,7,14624,urban,2,0
2905,35,F,7,13805,suburban,0,0
2906,61,F,5,14434,urban,0,0
2907,28,M,11,14369,urban,0,0
2908,40,F,6,21168,suburban,0,0
2909,77,F,9,19718,suburban,0,0
2910,44,F,6,16795,urban,0,0
2911,18,F,2,16785,suburban,0,0
2912,49,M,5,9374,suburban,1,0
2913,55,M,15,16970,rural,1,0
2914,40,F,1,32446,suburban,0,0
2915,37,M,5,17187,suburban,0,0
2916,69,M,8,19537,urban,0,0
2917,78,M,0,25187,suburban,1,0
2918,33,M,7,23479,urban,1,1
2919,35,M,9,10561,urban,0,0
2920,83,F,4,18472,suburban,0,0
2921,44,F,7,23197,rural,0,0
2922,20,M,17,19323,suburban,2,0
2923,34,F,3,20715,rural,1,0
2924,88,F,3,14518,suburban,0,0
2925,51,M,13,16756,urban,0,0
2926,62,M,14,11653,urban,1,0
2927,45,M,6,14602,urban,1,0
2928,72,F,4,13474,suburban,1,0
2929,69,F,10,9320,suburban,0,0
2930,51,M,2,19007,urban,0,0
2931,36,M,2,8919,urban,0,0
2932,69,M,6,15962,suburban,0,0
2933,21,M,9,13600,rural,0,0
2934,59,M,4,23721,rural,0,0
2935,45,M,0,20233,urban,1,0
2936,28,M,19,12586,suburban,3,0
2937,31,M,3,13080,urban,1,0
2938,70,F,2,23211,suburban,0,0
2939,73,F,13,17223,urban,1,0
2940,51,M,9,19993,urban,1,0
2941,69,M,0,14744,urban,0,0
2942,55,M,4,17021,suburban,1,1
2943,20,F,6,22554,rural,1,0
2944,41,M,3,15098,rural,0,0
2945,45,F,0,26142,rural,0,0
2946,62,F,10,15808,urban,0,0
2947,55,F,2,8592,urban,1,0
2948,53,M,14,9863,urban,0,1
2949,55,F,4,21000,suburban,0,0
2950,56,M,4,12395,urban,0,0
2951,78,F,2,16774,urban,1,0
2952,70,M,4,17626,suburban,1,0
2953,38,M,5,11018,urban,0,0
2954,99,F,10,22444,suburban,0,0
2955,73,M,9,13345,rural,0,1
2956,24,M,2,27147,rural,1,0
2957,50,F,4,17636,urban,0,0
2958,25,F,6,18788,suburban,0,0
2959,83,F,8,19395,suburban,0,0
2960,44,F,6,17438,urban,0,0
2961,30,M,3,22742,urban,0,0
2962,25,M,8,17861,suburban,0,0
2963,17,M,2,17160,suburban,0,0
2964,76,F,8,25900,suburban,0,0
2965,43,F,9,16428,suburban,0,0
2966,36,F,2,17190,rural,1,0
2967,26,F,9,15086,suburban,0,0
2968,26,M,2,12045,suburban,0,0
2969,39,M,6,13443,urban,0,0
2970,32,F,1,17956,urban,1,0
2971,65,M,5,18207,urban,1,0
2972,60,M,9,22297,rural,0,0
2973,52,F,2,17063,urban,0,0
2974,75,F,19,12953,urban,0,1
2975,44,M,7,15412,urban,1,0
2976,72,F,5,24651,suburban,1,0
2977,98,M,14,20230,suburban,0,0
2978,16,M,19,27268,rural,1,0
2979,23,F,6,14495,suburban,0,0
2980,50,F,14,16745,urban,0,0
2981,24,M,3,19968,urban,0,0
2982,27,M,10,15173,urban,1,0
2983,99,M,18,13840,suburban,1,0
2984,44,F,19,9638,urban,1,0
2985,28,M,14,19415,suburban,0,0
2986,35,M,5,16093,urban,1,0
2987,49,M,4,15037,suburban,0,0
2988,41,M,17,19419,rural,0,1
2989,67,M,0,19786,urban,0,0
2990,61,F,14,18635,rural,1,0
2991,75,F,9,15297,suburban,0,0
2992,61,F,6,15783,urban,0,1
2993,43,M,13,25869,suburban,0,0
2994,34,M,2,15590,suburban,0,0
2995,38,F,2,19116,suburban,0,0
2996,27,M,8,14849,urban,0,0
2997,46,F,0,18400,suburban,0,0
2998,20,F,3,17706,suburban,0,0
2999,74,F,2,31013,rural,1,0
3000,45,F,9,18732,urban,0,0
3001,43,F,8,13379,suburban,0,0
3002,60,F,9,15007,urban,0,0
3003,57,M,5,26943,rural,0,0
3004,78,F,2,14853,urban,0,0
3005,84,F,16,8115,suburban,0,0
3006,99,F,2,33364,rural,1,0
3007,37,M,17,25125,rural,2,1
3008,53,F,1,12976,urban,0,0
3009,61,F,15,15827,suburban,1,0
3010,25,M,3,22436,rural,0,1
3011,54,M,5,19756,suburban,0,0
3012,43,F,11,12519,suburban,0,0
3013,76,F,8,19534,urban,0,0
3014,58,M,15,17608,urban,1,0
3015,35,F,3,18705,urban,0,0
3016,50,M,2,11092,suburban,0,0
3017,76,F,7,20858,urban,1,0
3018,40,M,0,9499,rural,0,0
3019,65,M,17,8848,suburban,0,0
3020,28,M,4,15762,suburban,0,0
3021,100,F,10,15904,suburban,1,0
3022,36,M,1,21926,rural,3,0
3023,41,F,20,12321,suburban,1,0
3024,56,M,2,14042,suburban,0,1
3025,73,F,5,10658,urban,0,0
3026,23,F,13,13048,urban,0,0
3027,29,F,2,12172,suburban,0,0
3028,65,F,7,11194,suburban,0,0
3029,41,F,10,26680,rural,0,0
3030,76,M,16,20389,urban,0,0
3031,16,F,2,22521,rural,0,0
3032,25,M,1,23032,urban,0,0
3033,43,M,6,13702,urban,0,0
3034,63,F,9,21772,urban,0,0
3035,45,F,19,11688,urban,0,0
3036,67,F,10,13204,suburban,0,0
3037,43,M,3,16395,urban,0,0
3038,66,F,7,15217,urban,1,0
3039,33,F,3,11274,urban,0,0
3040,70,F,12,19143,suburban,0,0
3041,25,F,7,11919,suburban,0,0
3042,75,M,8,24131,rural,1,0
3043,70,F,6,14120,suburban,0,0
3044,16,F,0,22393,urban,1,0
3045,42,M,1,20663,suburban,0,1
3046,18,F,1,15712,suburban,0,0
3047,62,F,6,21212,urban,0,1
3048,43,F,9,13783,urban,0,0
3049,32,F,3,19244,urban,0,0
3050,43,F,4,7050,suburban,0,0
3051,47,M,2,11549,urban,0,1
3052,56,F,10,12714,urban,1,0
3053,33,M,6,17822,suburban,1,0
3054,67,F,23,26489,urban,0,0
3055,69,M,20,22526,suburban,1,1
3056,58,F,4,5992,suburban,0,0
3057,28,F,9,16187,urban,1,0
3058,17,F,0,20069,rural,0,0
3059,40,F,10,21374,suburban,1,0
3060,35,F,4,11793,rural,0,0
3061,19,F,10,25332,suburban,0,0
3062,52,M,5,8705,suburban,0,0
3063,39,M,4,26601,rural,0,0
3064,59,M,0,12219,urban,0,0
3065,55,M,18,15829,suburban,0,0
3066,37,F,6,15374,urban,0,0
3067,42,F,2,24022,rural,1,0
3068,70,M,5,18199,suburban,0,1
3069,17,F,17,15077,urban,1,1
3070,54,M,6,8072,urban,0,0
3071,31,M,15,19254,suburban,0,0
3072,70,F,4,19763,suburban,1,0
3073,83,M,3,21822,suburban,1,0
3074,60,M,4,16682,urban,2,1
3075,61,F,14,18138,urban,0,0
3076,61,M,17,26630,rural,0,0
3077,64,F,18,30377,suburban,0,0
3078,33,F,6,18460,suburban,0,0
3079,65,F,10,15525,urban,0,1
3080,63,M,2,18467,urban,0,1
3081,77,M,3,20212,suburban,0,1
3082,57,F,5,22023,urban,0,0
3083,45,M,16,20517,urban,1,0
3084,42,M,0,10987,urban,0,0
3085,19,M,16,18542,suburban,2,0
3086,77,M,13,18587,suburban,0,1
3087,35,F,11,18322,urban,0,0
3088,72,M,5,15913,urban,0,0
3089,17,F,3,19307,rural,0,0
3090,63,M,0,17677,urban,0,0
3091,56,M,4,20820,urban,0,0
3092,40,M,3,21390,suburban,0,0
3093,44,F,3,17196,suburban,0,0
3094,77,M,4,12336,urban,0,0
3095,20,M,5,28329,suburban,2,0
3096,98,F,1,14576,urban,0,1
3097,43,M,7,31417,rural,0,0
3098,97,F,0,16137,urban,0,0
3099,37,M,9,11663,urban,0,0
3100,88,M,7,23036,urban,0,0
3101,35,F,1,21009,suburban,0,0
3102,68,M,8,15406,urban,0,0
3103,36,M,4,8237,urban,0,0
3104,51,F,26,22217,urban,0,0
3105,41,F,4,18133,suburban,0,0
3106,19,F,18,21758,suburban,0,0
3107,59,M,4,19319,urban,1,0
3108,17,M,1,26371,suburban,2,0
3109,59,M,10,11984,urban,0,0
3110,71,M,0,17663,suburban,2,0
3111,52,M,13,20578,urban,1,0
3112,18,M,2,20371,urban,1,0
3113,41,F,2,13991,urban,0,0
3114,24,F,9,17758,suburban,2,0
3115,24,F,1,12890,urban,0,0
3116,51,M,5,18890,urban,1,0
3117,33,M,5,7448,suburban,0,0
3118,31,M,17,30844,suburban,0,0
3119,54,M,3,21627,urban,0,0
3120,71,F,10,15225,rural,0,0
3121,67,M,16,16406,urban,1,0
3122,18,F,10,13738,urban,1,1
3123,21,M,7,17664,urban,0,1
3124,18,F,2,15499,urban,1,0
3125,32,F,2,23600,suburban,0,0
3126,33,M,15,8699,urban,0,0
3127,26,M,3,17952,suburban,0,0
3128,43,M,2,7916,urban,0,0
3129,46,F,2,21027,suburban,0,0
3130,42,M,3,15065,urban,0,0
3131,46,M,0,14584,suburban,0,0
3132,69,F,6,16839,urban,0,0
3133,49,M,17,11331,suburban,0,0
3134,47,M,15,19177,urban,0,0
3135,19,M,0,18812,suburban,1,0
3136,26,M,1,15385,suburban,0,0
3137,29,F,0,17792,suburban,0,0
3138,30,F,8,22222,suburban,0,0
3139,43,F,17,9689,suburban,0,0
3140,33,F,1,16876,urban,1,0
3141,18,F,5,19837,suburban,1,0
3142,23,M,5,7923,urban,2,0
3143,90,F,3,20776,urban,0,0
3144,16,F,13,15103,urban,1,0
3145,77,M,3,15497,suburban,0,0
3146,21,M,0,21697,suburban,0,0
3147,30,M,8,31617,suburban,1,0
3148,44,F,5,19180,urban,0,0
3149,47,F,4,11102,urban,0,0
3150,66,M,1,4952,urban,0,0
3151,70,M,0,12769,urban,0,0
3152,73,M,7,18237,suburban,0,0
3153,17,F,6,23881,suburban,1,2
3154,64,F,7,13145,suburban,0,0
3155,38,F,17,38126,rural,0,0
3156,50,F,10,26313,rural,0,0
3157,41,F,8,21721,rural,0,0
3158,30,M,5,29741,suburban,1,0
3159,38,M,2,11195,urban,0,0
3160,69,M,5,16243,urban,1,0
3161,50,M,9,19447,suburban,0,0
3162,23,F,5,17160,urban,1,0
3163,64,F,7,9216,urban,1,0
3164,100,F,1,19869,rural,0,0
3165,51,M,20,10606,urban,0,0
3166,47,M,7,5587,suburban,0,0
3167,96,F,9,23793,suburban,0,0
3168,17,M,2,16750,rural,0,0
3169,38,F,10,11926,urban,0,0
3170,78,F,2,26871,suburban,0,0
3171,23,M,20,11891,urban,1,0
3172,17,F,3,22836,suburban,1,0
3173,23,F,2,16857,urban,1,0
3174,68,F,4,27425,rural,1,0
3175,23,M,10,19956,urban,0,0
3176,34,F,23,18534,urban,0,0
3177,38,F,7,12196,urban,0,0
3178,54,F,6,16119,urban,0,0
3179,65,M,1,26342,suburban,1,0
3180,48,M,20,20171,rural,0,0
3181,34,M,3,20123,urban,1,0
3182,30,F,8,16059,urban,0,0
3183,76,M,9,11520,urban,0,0
3184,63,M,9,15147,suburban,0,0
3185,27,M,19,16373,urban,0,0
3186,19,M,1,22281,suburban,1,0
3187,24,F,7,22831,suburban,0,0
3188,44,M,0,23081,urban,0,0
3189,54,F,14,12657,urban,0,0
3190,76,F,2,19719,urban,5,0
3191,68,F,0,14881,suburban,1,0
3192,62,F,13,20364,rural,1,0
3193,42,M,13,17095,urban,0,0
3194,20,M,19,12949,suburban,0,0
3195,21,F,4,8038,urban,0,0
3196,46,M,8,18024,urban,0,0
3197,95,F,15,13850,urban,1,0
3198,71,M,8,11127,urban,0,0
3199,75,F,13,15413,urban,0,0
3200,23,F,12,11346,urban,0,1
3201,41,M,9,25649,urban,0,0
3202,51,F,2,21277,urban,0,0
3203,20,F,9,14372,suburban,0,0
3204,34,M,0,17726,urban,0,1
3205,33,F,6,15474,urban,0,0
3206,61,M,20,10689,suburban,1,0
3207,16,F,5,24231,suburban,1,0
3208,46,F,10,29312,rural,0,0
3209,51,F,1,10288,urban,0,0
3210,20,M,1,15170,suburban,0,0
3211,51,F,1,12066,suburban,0,0
3212,49,M,3,24237,suburban,0,0
3213,41,F,4,20371,rural,0,0
3214,51,F,1,10950,urban,0,0
3215,37,F,9,17087,rural,0,0
3216,56,M,16,15886,urban,2,0
3217,58,F,1,16199,rural,0,0
3218,51,F,11,22119,urban,2,1
3219,65,F,15,18943,suburban,0,0
3220,74,F,0,15042,suburban,1,0
3221,34,M,9,13552,suburban,0,0
3222,51,M,7,21313,rural,0,0
3223,54,F,7,17783,rural,1,0
3224,34,M,9,13664,urban,0,0
3225,59,M,6,16536,urban,1,0
3226,62,F,3,14009,urban,1,1
3227,21,M,5,21248,suburban,0,1
3228,60,M,5,9493,suburban,0,0
3229,74,F,2,19786,suburban,0,0
3230,47,M,16,20964,urban,0,0
3231,50,F,5,15769,urban,2,0
3232,63,F,13,18269,urban,0,0
3233,61,F,5,19354,suburban,2,0
3234,30,M,18,21722,urban,0,0
3235,69,M,4,13064,rural,0,0
3236,67,M,15,13068,urban,0,0
3237,78,F,2,14168,urban,0,0
3238,18,F,1,19762,suburban,0,0
3239,35,M,14,23401,suburban,0,0
3240,37,M,5,11447,suburban,0,0
3241,95,M,4,10845,urban,0,0
3242,61,F,1,12372,urban,0,1
3243,18,F,1,18153,urban,0,0
3244,58,M,3,24700,urban,1,0
3245,37,M,10,22870,urban,1,0
3246,58,M,7,13031,urban,0,0
3247,78,F,19,11880,urban,1,0
3248,47,M,7,26679,rural,1,0
3249,54,F,15,18685,urban,0,0
3250,65,M,9,16961,urban,0,0
3251,52,F,8,17384,urban,0,0
3252,56,F,11,20054,suburban,1,1
3253,48,M,20,22035,rural,0,0
3254,73,F,17,17790,suburban,0,0
3255,67,F,1,16237,rural,0,0
3256,19,F,6,19549,urban,0,0
3257,27,F,5,10178,suburban,0,0
3258,31,M,20,16565,suburban,0,0
3259,54,F,3,14214,urban,0,0
3260,54,F,2,23718,rural,0,0
3261,25,F,9,15690,suburban,0,1
3262,71,F,9,23145,suburban,0,0
3263,50,M,3,15876,suburban,0,0
3264,86,M,7,16760,suburban,0,0
3265,42,F,18,16030,suburban,0,0
3266,73,F,4,16221,urban,1,0
3267,62,M,7,12174,urban,0,0
3268,38,F,3,14311,suburban,1,0
3269,24,M,0,13994,suburban,0,1
3270,87,F,4,12206,urban,0,0
3271,52,M,1,19876,urban,1,1
3272,38,F,2,14597,urban,0,0
3273,16,F,7,13909,urban,2,0
3274,71,F,4,19265,urban,0,2
3275,78,M,18,20269,urban,0,1
3276,69,F,11,34927,suburban,0,0
3277,79,M,8,16160,suburban,0,0
3278,36,M,15,16932,urban,0,1
3279,51,F,4,23148,urban,0,0
3280,53,F,5,8836,urban,1,0
3281,31,M,9,18970,suburban,0,0
3282,33,F,1,17079,suburban,0,0
3283,68,F,0,15291,suburban,0,0
3284,73,M,2,22749,urban,0,0
3285,53,M,15,28664,suburban,0,0
3286,45,F,8,18222,urban,0,0
3287,43,F,1,10647,urban,0,0
3288,17,M,5,12437,urban,0,0
3289,24,M,8,11024,urban,1,0
3290,59,F,0,19439,urban,1,0
3291,26,F,15,21647,rural,0,0
3292,65,M,10,13730,urban,0,0
3293,64,M,15,13116,urban,0,0
3294,28,F,2,16236,rural,0,0
3295,39,M,3,13352,suburban,1,0
3296,64,M,18,5671,urban,0,0
3297,49,F,10,10060,rural,0,0
3298,28,M,1,17903,suburban,0,0
3299,67,M,7,14202,urban,2,0
3300,23,M,1,23746,rural,0,1
3301,30,M,10,15347,suburban,0,1
3302,67,F,16,20436,urban,0,0
3303,78,F,9,14208,suburban,0,0
3304,72,F,6,21799,suburban,0,0
3305,60,M,1,12461,suburban,0,0
3306,72,M,0,11391,urban,2,0
3307,24,F,2,2000,urban,0,2
3308,38,M,11,18708,suburban,0,0
3309,33,F,0,18239,suburban,0,0
3310,59,F,3,7891,rural,0,0
3311,66,M,0,21826,suburban,0,0
3312,65,M,8,17387,suburban,0,0
3313,75,F,5,17533,urban,1,0
3314,44,M,3,18326,suburban,0,0
3315,64,F,1,19239,urban,0,0
3316,72,M,4,15298,suburban,1,0
3317,77,F,3,15355,suburban,0,0
3318,87,F,4,22618,suburban,0,0
3319,34,M,2,19135,suburban,0,0
3320,57,F,13,15234,urban,0,0
3321,42,F,6,23829,rural,0,0
3322,24,F,6,21603,suburban,1,0
3323,57,F,3,5931,urban,0,0
3324,49,F,7,17044,urban,0,0
3325,51,F,1,19444,suburban,0,1
3326,71,M,9,22737,suburban,0,0
3327,76,F,2,15441,urban,1,0
3328,40,F,8,12716,urban,0,0
3329,36,F,5,14784,urban,0,0
3330,16,M,17,21299,suburban,0,0
3331,77,F,4,10085,suburban,0,1
3332,38,F,3,13535,suburban,0,0
3333,26,F,7,18698,urban,2,0
3334,35,M,16,13529,suburban,0,0
3335,63,M,14,18171,urban,0,1
3336,46,M,5,19731,suburban,0,0
3337,66,M,10,20262,urban,0,0
3338,39,M,19,16606,suburban,0,0
3339,100,F,3,21573,urban,0,0
3340,69,M,4,3695,suburban,0,0
3341,75,M,2,39059,rural,1,0
3342,23,M,26,14766,urban,0,0
3343,47,M,4,15641,urban,0,0
3344,70,F,14,31495,rural,1,0
3345,45,F,20,15883,suburban,2,0
3346,24,F,9,31792,rural,0,0
3347,22,F,9,22338,rural,4,0
3348,50,F,9,21862,rural,1,0
3349,31,F,3,24704,suburban,0,0
3350,21,M,14,15156,urban,0,0
3351,41,M,1,7638,urban,0,0
3352,36,F,10,10754,urban,0,0
3353,60,F,2,21934,suburban,0,0
3354,72,M,9,13821,urban,0,0
3355,22,M,8,19896,suburban,0,1
3356,24,F,3,15241,urban,0,0
3357,64,F,0,18589,urban,0,0
3358,33,F,1,20287,urban,0,0
3359,55,M,7,17979,suburban,0,0
3360,33,M,12,15953,rural,0,0
3361,60,M,13,13805,suburban,0,0
3362,53,F,4,12245,urban,0,0
3363,69,M,7,23158,rural,1,0
3364,64,F,8,22085,suburban,2,0
3365,56,M,10,13890,suburban,0,0
3366,45,F,15,18148,suburban,0,0
3367,65,M,1,17009,suburban,0,0
3368,47,F,1,15199,urban,0,0
3369,86,M,7,18566,rural,1,0
3370,41,F,7,19709,suburban,0,0
3371,55,F,5,8285,urban,0,0
3372,58,M,5,21061,suburban,1,0
3373,89,F,1,10595,urban,0,0
3374,35,F,1,21746,urban,1,0
3375,17,F,3,23506,rural,0,0
3376,40,F,7,20705,rural,1,0
3377,24,M,17,15210,urban,1,0
3378,43,M,5,11705,urban,0,0
3379,35,M,15,14612,urban,0,0
3380,41,F,8,19154,suburban,0,0
3381,37,F,9,22642,rural,0,0
3382,30,M,0,22176,suburban,0,0
3383,59,M,6,11157,urban,0,0
3384,49,M,8,19276,urban,0,0
3385,52,F,10,24817,rural,1,0
3386,31,M,18,13162,suburban,0,0
3387,70,M,5,15969,suburban,1,0
3388,41,M,0,18043,suburban,0,0
3389,27,F,16,9823,rural,0,0
3390,93,F,5,21567,suburban,1,0
3391,62,F,0,15000,suburban,1,0
3392,54,M,10,19629,suburban,0,0
3393,65,F,1,17049,urban,0,0
3394,41,F,29,10007,suburban,2,0
3395,55,M,0,18089,rural,1,0
3396,76,M,3,9591,suburban,0,0
3397,80,M,0,17669,suburban,1,0
3398,55,F,9,15028,urban,0,0
3399,50,M,8,18538,suburban,0,1
3400,68,M,4,15373,suburban,1,0
3401,59,M,6,11176,suburban,1,0
3402,47,M,8,13968,suburban,1,1
3403,37,M,5,14777,suburban,0,0
3404,40,M,4,11952,suburban,0,0
3405,68,M,6,27037,rural,1,0
3406,30,F,3,18465,rural,0,0
3407,49,M,0,23804,rural,2,0
3408,65,F,11,16229,suburban,1,1
3409,70,F,5,16401,urban,0,0
3410,72,M,10,16611,suburban,0,0
3411,40,F,11,23554,suburban,0,0
3412,41,M,0,25419,rural,0,0
3413,75,M,7,23815,urban,0,0
3414,56,F,17,11388,urban,0,0
3415,63,M,4,19739,suburban,0,0
3416,29,F,4,13529,suburban,0,1
3417,18,M,10,22138,suburban,1,0
3418,57,F,14,21240,suburban,0,0
3419,44,F,5,30762,suburban,0,0
3420,48,M,1,17657,suburban,0,0
3421,74,F,0,22033,rural,1,0
3422,27,F,6,17030,urban,1,0
3423,99,M,23,28348,rural,0,0
3424,57,F,8,22186,rural,0,1
3425,63,F,10,6563,urban,0,0
3426,25,F,5,14504,suburban,2,0
3427,45,M,1,23528,suburban,0,0
3428,25,M,5,8237,suburban,0,0
3429,62,M,7,17821,suburban,0,1
3430,20,F,18,17164,rural,0,0
3431,30,F,0,24359,rural,0,0
3432,52,F,8,20729,urban,0,0
3433,75,M,0,16392,urban,0,0
3434,33,F,3,9041,urban,0,0
3435,62,F,18,20497,suburban,0,0
3436,74,F,3,13116,suburban,0,0
3437,32,F,2,15223,urban,0,0
3438,17,F,6,25599,suburban,1,0
3439,42,M,3,16823,suburban,0,0
3440,20,M,9,23136,suburban,0,1
3441,35,M,19,21066,urban,1,0
3442,28,F,3,18784,suburban,0,0
3443,45,M,14,15602,rural,0,1
3444,42,F,15,15937,urban,1,1
3445,67,M,7,14846,urban,0,0
3446,17,F,3,15162,suburban,0,0
3447,80,M,0,24560,suburban,0,0
3448,71,F,0,10387,urban,3,0
3449,60,M,2,5720,urban,1,1
3450,69,M,5,33073,rural,1,0
3451,17,F,2,13922,suburban,0,0
3452,70,M,3,15377,urban,0,0
3453,17,F,3,19826,suburban,0,0
3454,34,F,5,14076,urban,1,0
3455,50,M,6,18608,rural,1,0
3456,35,F,1,21655,rural,2,0
3457,62,M,4,18266,suburban,0,0
3458,62,M,2,23648,suburban,1,0
3459,32,F,8,9194,urban,0,0
3460,74,F,0,13850,urban,0,0
3461,99,F,14,10380,suburban,0,0
3462,57,M,7,15591,urban,1,1
3463,69,F,15,17345,suburban,0,0
3464,25,M,3,12087,urban,1,0
3465,34,M,7,14440,urban,0,0
3466,71,F,2,27051,suburban,0,0
3467,61,F,0,11498,urban,0,0
3468,69,F,8,15297,suburban,1,0
3469,31,F,9,19295,urban,0,0
3470,69,F,7,7994,urban,0,0
3471,53,F,2,25541,rural,0,0
3472,57,M,4,23565,suburban,0,0
3473,22,M,21,16739,suburban,1,0
3474,37,F,4,18435,suburban,0,0
3475,69,F,7,15585,urban,0,0
3476,41,F,6,26436,suburban,0,0
3477,61,F,20,26039,suburban,0,0
3478,31,M,2,19055,rural,0,0
3479,64,F,13,15535,rural,1,1
3480,20,M,9,14043,rural,0,0
3481,65,M,6,15140,urban,0,0
3482,71,F,9,12887,urban,1,0
3483,24,F,3,13490,urban,0,0
3484,67,M,7,23530,rural,0,1
3485,43,M,11,12969,urban,0,0
3486,25,M,7,18177,suburban,0,0
3487,27,F,6,15160,rural,1,0
3488,16,F,1,19512,suburban,0,0
3489,95,F,8,9210,urban,0,0
3490,28,F,5,7631,urban,0,0
3491,95,M,8,12568,suburban,1,0
3492,63,F,3,13483,urban,1,0
3493,68,M,19,21607,urban,0,0
3494,61,M,14,31721,rural,0,0
3495,75,M,5,25114,suburban,1,0
3496,16,M,7,10997,urban,0,0
3497,52,M,0,18264,suburban,0,0
3498,66,M,9,21012,suburban,1,0
3499,77,F,0,23183,suburban,0,0
3500,23,M,20,14870,rural,0,0
3501,31,F,14,20515,urban,1,1
3502,42,M,8,23673,rural,0,0
3503,73,M,6,12423,urban,0,0
3504,32,F,1,16833,suburban,0,0
3505,34,M,20,28311,rural,2,0
3506,68,F,5,12742,suburban,0,0
3507,71,M,4,16713,suburban,3,0
3508,40,M,0,14138,suburban,0,0
3509,55,F,0,14573,suburban,1,0
3510,22,F,5,12708,urban,0,0
3511,66,F,3,19671,rural,1,0
3512,29,M,5,15653,rural,0,1
3513,27,M,19,20533,suburban,0,1
3514,25,M,7,15287,urban,1,0
3515,31,M,0,15663,suburban,1,0
3516,74,M,2,11896,urban,1,0
3517,24,M,3,14363,suburban,0,0
3518,36,F,6,12666,suburban,0,0
3519,39,F,14,20718,suburban,0,0
3520,45,M,0,23053,urban,0,0
3521,40,F,10,14056,urban,0,0
3522,26,F,7,19329,suburban,1,0
3523,55,F,12,20284,urban,0,0
3524,36,F,9,25346,suburban,0,0
3525,18,F,2,14194,urban,2,0
3526,49,M,1,12511,urban,0,0
3527,48,M,3,4776,urban,0,0
3528,17,M,0,10588,urban,0,1
